Shipping_ID,Shipment Date,Plant_ID,Sales_ID,Shipping Quantity,Shipping Method,Delivery Status,Tracking Number
a3be16fd-c78e,2023-10-23,001P,94e23242-cdbd,12.0,Sea,Delivered,84b4f7d0-d8c3-4793
7b8d22d8-f28e,2023-12-06,005M,5ef5bbe7-259f,9.0,Sea,Delivered,308eae7e-69b1-4e83
4ae34b31-4984,2023-10-02,002P,dda04958-bfc0,0.0,Sea,Delayed,f6b338a6-4a48-4593
ac8287e7-22a6,2024-03-24,004U,60b9a739-0839,0.0,Air,Delayed,3f235f39-1d8b-4f91
4eb6eb2a-679b,2023-06-06,001P,b274e006-443c,0.0,Air,Delayed,2bed1896-ccc5-40a7
b40e238a-d0aa,2023-07-04,001P,a142f7d7-e440,1.0,Land,Pending,39e22619-b746-4945
b2451b66-dc84,2024-03-19,001E,b3f47a29-05dc,14.0,Land,In Transit,6b5ffb4f-3dda-4ddc
bb12f59e-5da3,2023-12-12,002P,0badc7a4-0ec1,,Land,In Transit,650de8a1-c25b-4445
95c8ec16-2c76,2023-07-08,002P,3f5f14c3-a57d,9.0,Air,In Transit,6d16889f-edd1-4bda
e946a397-d637,2023-12-02,005M,4f28947b-b0f6,0.0,Air,Delayed,318d185b-9c33-42ac
923581a3-05cf,2023-12-09,005M,fc9fb65d-bb04,6.0,Sea,Delivered,27ed738e-d354-485d
679056b8-881c,2024-03-30,005M,c8f293b8-6757,2.0,Land,Pending,a0b6d767-6a33-4e1a
7c94a36f-1809,2023-10-14,004U,65c80da6-0e4d,10.0,Sea,Pending,fc24916c-ee32-4bcd
7a1f9733-96d1,2024-02-15,002P,4e5ff9e8-b797,11.0,Air,In Transit,50f4cbc0-f41b-471b
6f24c5d3-be8f,2024-02-02,004U,3d967ed5-2794,4.0,Air,Delivered,332395c5-0cfc-40b6
c16e2ac9-81c6,2023-10-14,003C,00b1dfc5-615b,3.0,Land,Pending,5a2d1aa7-66ec-48aa
5a8670ff-e70a,2023-09-30,006P,d58c4299-ffcb,7.0,Air,Delivered,f0c32b0c-5bb2-4dbe
8ffbe6cc-0949,2023-10-03,001C,22737514-6c5d,15.0,Air,Pending,1a413fc6-7618-46db
391baa91-8262,2023-11-08,003B,405f5f9b-4ad4,,Air,Pending,9767afb1-2ded-4c80
c2bae502-9cd2,2023-09-10,001P,a39188f7-5a80,3.0,Land,In Transit,dedcd5d9-5cfb-466a
bf67cc15-f79c,2024-03-23,003B,8e01db07-ace8,2.0,Land,Delivered,5775a25e-7df9-4ba5
60aea493-7042,2023-10-24,001C,71206f4e-9187,3.0,Sea,Pending,097c6840-b657-4ea9
154a281d-361d,2024-03-29,002P,6de9f197-ee7c,2.0,Sea,In Transit,3bc75897-a30d-4ca9
2c45f8a5-da2f,2023-07-08,003C,c024e252-1d06,8.0,Air,Delivered,25948508-6dc1-4d92
9186d80a-31e9,2024-02-25,001P,514ac7fd-1f83,,Air,Delivered,7e97faa5-d253-408e
0fee4a0b-2a38,2024-03-18,003B,99720f7c-6ed6,5.0,Sea,Pending,04ca6527-f82b-415e
15154905-b162,2023-12-22,001C,7aebcc86-77e1,2.0,Land,Delivered,55255bc3-874c-426e
9a1fa853-5493,2023-07-18,005M,f13f66e0-1fe8,,Sea,Pending,c9a7657d-1c90-43fa
4db88822-ab01,2023-12-14,001C,6e41b174-2f82,12.0,Sea,In Transit,6330f3cf-7848-4c6a
8cbb27b2-bf9e,2023-08-19,003B,c73d21b8-c2ae,10.0,Sea,In Transit,0a1e6e9a-b4a0-4d64
28bd6e1b-7d0b,2023-12-18,001C,2110fedf-2bfa,0.0,Sea,Delayed,bae8f2d2-6e73-4ef8
a742acb9-6f83,2024-04-23,006P,b438b00f-8d91,1.0,Land,Delivered,02ebd835-ba34-4483
baf143d5-62d3,2023-12-05,004U,3989103a-b7b4,2.0,Sea,Delivered,2e6a603a-4305-407b
26afc7cf-a0c3,2023-06-02,004U,cae581e9-7dc9,2.0,Air,In Transit,66f67b42-ffa4-465e
c2c1f263-d9ed,2023-08-10,006P,1b59d3be-d3da,8.0,Land,In Transit,32f1fcb6-8ef1-4fb5
7ec0265e-9faf,2024-03-18,001C,a6a2dd13-4023,,Air,Pending,258f96cb-32b3-493c
c1a1aab0-6fdb,2023-11-10,006P,0d449805-1d61,3.0,Sea,Pending,8b0c52e9-6791-4705
77d86d61-a429,2024-03-25,001C,8d2d04ad-2a1f,15.0,Sea,Pending,f40990ef-5a69-47d6
3f408386-b822,2024-02-24,004U,7a373549-b42b,9.0,Sea,Pending,c043608c-1150-4ed1
ef709305-8081,2024-01-10,001P,eeaad740-a3fb,8.0,Land,In Transit,045942f2-4949-4474
1484d0df-1e71,2023-12-18,003B,0b40b1e1-b1e0,0.0,Air,Delayed,a64bc367-822e-400c
183bb03a-80e1,2024-02-06,001E,b0c087f1-59c1,0.0,Air,Delayed,ebd8d11a-68b7-4244
2f1ab523-e754,2023-06-03,001E,bf4aaa7c-6c64,2.0,Air,In Transit,b8fdb074-59d9-4999
9e25268d-837d,2023-07-06,003B,bbff3218-de0c,,Land,Delivered,b6cc6576-2b10-48f5
78f79a48-e34d,2023-09-08,002P,4248099f-f0c8,3.0,Land,Pending,6323d3ae-ea33-4a47
8e043945-bd23,2023-07-31,002P,16dd47ba-3a60,9.0,Air,In Transit,a1b58bee-eb09-4148
1a2ea6fa-253f,2023-10-29,003B,2ae9b586-28f4,2.0,Land,Delivered,aa9fa53b-a495-4d93
98a08371-3ab7,2023-07-29,001E,3381a277-6d4b,10.0,Air,Pending,798d56ca-6b13-4721
997d0544-f155,2023-09-05,001E,a6912a7d-1a2f,3.0,Sea,In Transit,6cc822ae-a6e6-46ab
d335fd8a-6111,2024-04-04,001E,bcd4cd56-b69b,0.0,Sea,Delayed,a536842f-ac5d-4a08
9bfbf66f-c382,2023-12-15,003B,c4648f4f-ff39,1.0,Sea,Pending,1eb8e80b-d4e9-42b8
6cde1361-9bd1,2024-01-12,003B,8a3b05da-5974,16.0,Sea,In Transit,0e301179-af13-4f69
8797dff9-3136,2023-10-03,001C,de2e22f6-328d,8.0,Air,Delivered,8136b433-1506-4c23
1074df50-299a,2024-03-06,001E,f0da554f-c6ba,1.0,Air,Pending,6346455b-cf44-422a
c13f356b-4ccf,2023-08-25,002P,96814fe5-5d6c,5.0,Sea,In Transit,c9a0443b-9ab0-4f34
bc5df54d-14fb,2024-03-07,001E,e8dc0428-1f4b,3.0,Sea,Delivered,e18d1cc4-576b-40e7
c33d8374-1306,2023-11-15,002P,5c6bfda4-1a97,2.0,Land,Pending,819ed1f8-e3cc-4ba2
ec69710b-5012,2023-07-02,005M,4fb0e9ab-b4ae,0.0,Air,Delayed,ca9310c8-349a-4989
992a00b0-efe3,2023-11-04,003B,2d619185-cf7f,4.0,Air,In Transit,d8012d08-7140-4d70
9dbb820a-1009,2023-11-22,005M,62bf7d9a-2f42,,Land,Pending,cbd1c393-0f86-4dae
40fc0d51-4758,2024-02-17,004U,c07c00f2-a838,0.0,Air,Delayed,55d6afa2-a8e3-4407
3f9db534-9b43,2023-10-03,004U,55293719-5d8c,1.0,Air,Delivered,ba7700d3-e21b-4bd4
9c0d523e-7871,2023-10-05,001P,4645f4c0-80c8,11.0,Air,In Transit,9bbf09d7-48de-4d58
6ffdb9c4-f902,2023-11-11,003C,a32d8eb8-c773,3.0,Air,In Transit,09230ca3-76cf-4f21
e3ffa25c-c737,2024-03-22,001E,b3de4952-fc11,0.0,Sea,Delayed,d6bb7021-e7f7-480f
ed227f4f-7aa5,2023-11-10,001C,5c4a6431-2fc2,0.0,Land,Delayed,a834a15b-5a56-4991
e40b6bc9-a06d,2024-04-02,001E,7e688b93-aaf1,0.0,Land,Delayed,60963db7-93b4-4cd6
02703077-5408,2023-06-02,001E,79f95665-8f70,11.0,Air,In Transit,b4d08863-d828-4579
cfdfcf94-79eb,2023-12-28,002P,bd976dc1-6055,0.0,Air,Delayed,81e04c4a-e7d1-4b34
01fc7c03-c2d2,2023-07-01,003B,86d241cf-6b20,1.0,Sea,In Transit,84e507d4-7039-4b81
231398c7-f1a3,2024-03-23,003C,a041583a-4a55,0.0,Air,Delayed,0f7557d6-0be4-46bb
55059e74-a491,2023-08-29,004U,dce61c1e-1814,15.0,Land,In Transit,6398e4ee-352e-4caf
604391f1-42e2,2024-04-14,005M,e2a4035c-993c,1.0,Sea,Pending,e4c59c6e-f23d-4127
a8a7ae5e-029a,2023-07-29,001E,17edc673-94a5,13.0,Land,Delivered,08a437a5-1bc8-4e41
acb19956-f3f2,2023-12-23,006P,1469a53c-9a2b,1.0,Sea,Pending,19a6c8c1-edbc-480a
976fc79d-51a7,2024-04-11,003C,aa5c4495-fb0c,7.0,Land,In Transit,9f5e74b0-7bb5-4b0e
1bc82a2a-f441,2024-03-19,006P,9100a2b2-4923,5.0,Air,In Transit,b80d0f59-ce06-47f1
cc98dd9a-e6ca,2023-11-16,006P,df4e8c13-2247,2.0,Land,In Transit,fbde32eb-47cb-4b41
a4648cc5-1e38,2024-04-30,001C,9933070b-2b17,6.0,Air,In Transit,55e71abc-6119-445a
01798d49-9171,2024-03-21,005M,38de4028-52ef,3.0,Sea,Pending,d9d6673f-617d-47c5
8ae2b45e-4690,2023-12-17,006P,d1f5f5b1-0e00,3.0,Sea,Delivered,502e9eff-6637-4c19
fd6ab636-0035,2024-04-01,004U,ef874527-e677,1.0,Land,In Transit,ba1cbb33-d91c-40fb
bb3d2624-252d,2023-06-16,002P,3f732751-cd97,1.0,Land,In Transit,ae677081-54d2-4e5e
ef82bb04-2242,2024-02-13,004U,f42e5195-1b4b,3.0,Land,Delivered,28329d4b-d967-4ce7
9865464d-71e6,2023-08-12,005M,8deb4918-e9f3,5.0,Sea,Pending,663ecea2-f843-4093
014a80b6-f997,2024-01-06,001C,5ee64057-3b48,2.0,Air,Pending,e1f54a3d-2175-48b8
b8bb9557-c4be,2024-04-16,004U,bc0d7231-ce39,5.0,Air,In Transit,2ab66842-f308-410c
bb1a653b-a6ae,2023-10-31,001E,29ea2665-9103,0.0,Air,Delayed,cc630d8f-527c-4149
32c494d1-82bc,2024-01-19,001C,aaccf1c7-9ac1,1.0,Air,Delivered,2ec23556-664c-44c8
0df2af8b-3d5c,2023-07-26,002P,b4d86446-8724,4.0,Land,In Transit,70c9332a-f6ea-470c
da489258-c1ca,2023-12-03,006P,79c91053-d32c,1.0,Land,Delivered,07640635-18df-4b6e
17ca305d-857f,2023-08-12,001E,fba0bc65-75af,5.0,Air,In Transit,fd65c673-fa99-4fdd
c786e392-50a0,2023-12-02,003B,8f369208-d41a,4.0,Sea,In Transit,a13e77fa-52ac-4465
68c1700e-aac7,2024-01-27,004U,0ea0c8aa-0d63,3.0,Sea,Delivered,828deb1e-17cb-4c01
b10c236b-00ea,2023-10-15,004U,e52486f6-c3d7,2.0,Sea,In Transit,94504540-5ea3-46a9
4dae7a90-b899,2024-03-04,003C,e964b3c5-66ee,14.0,Sea,Delivered,b76a9966-6581-4589
788f0771-dd17,2023-10-30,003B,fe76c1df-4902,2.0,Land,Delivered,b7c2875d-339d-40cc
edc50520-673a,2023-09-21,003C,d200660f-d4f5,0.0,Sea,Delayed,dd60e08e-cd25-45cd
3a5209a4-5854,2023-09-18,003B,0673fcd2-e05e,10.0,Land,Pending,90df858b-5fa1-4971
4e5b6bfb-6c8b,2024-01-10,006P,c46e7486-f5c6,10.0,Land,In Transit,b2df198f-3d97-4652
0e0ce115-119f,2023-08-27,003B,53b4c83f-1547,8.0,Sea,In Transit,e1b127c7-4cfd-43ff
2d65f5eb-07c7,2023-12-07,002P,d1d4b8e7-5ecc,3.0,Sea,Delivered,8cb4e700-8d13-4a35
073d2d1d-5100,2023-12-26,002P,94943bd8-52b7,7.0,Air,Pending,401680a9-c25e-4991
26c4f75c-92e1,2023-08-11,001C,764c5345-cb42,2.0,Land,In Transit,29d37fde-818a-4c9e
5e644956-49da,2023-12-07,001E,2ddf1020-d7f8,3.0,Land,Delivered,868ba745-4be0-4dba
00d752a6-fa25,2023-11-16,001E,871bf1f1-b742,3.0,Air,Delivered,15beffce-5c48-44bf
36b81c98-e2a9,2024-04-16,001P,efa4ad24-3a1d,11.0,Air,Delivered,32511345-42ed-4f78
7ffd0346-4b17,2023-10-21,002P,58ebde6f-d3e4,5.0,Sea,Delivered,1aec6d8c-b9a9-4619
d5bdd0a6-43ef,2024-03-28,003B,177f0a99-6d31,0.0,Land,Delayed,72f6ca07-d29f-44d2
3551a1bf-b364,2023-06-18,001E,0249dbe4-530f,7.0,Air,In Transit,36316be4-a629-49c4
49941f2c-b254,2024-04-17,003B,59d05c71-1c47,0.0,Sea,Delayed,d0513af6-773d-4240
a9e9f16e-c1c9,2024-02-03,004U,bf9d1a27-b17c,0.0,Sea,Delayed,d645c505-2399-4fd6
fac53cbf-094c,2023-07-06,003C,fae41510-30f5,,Land,Pending,cfc8dd6c-f151-482e
f653dca1-cc97,2023-10-26,003C,a342e85a-249d,7.0,Land,Pending,06db52f5-6bfe-4256
cadcc10c-4c75,2024-04-14,004U,0dd06db2-75a9,2.0,Sea,Delivered,d26bf3a2-c3c2-40d9
b7640163-72a7,2023-07-29,003B,1cf936cb-6d13,4.0,Sea,In Transit,173b8603-4628-47ac
7887baee-b546,2024-01-03,001P,48a5d3b2-56a1,2.0,Air,Delivered,21832f4a-a8a4-4288
0cf8d6d3-b392,2024-02-17,005M,49378885-6da4,0.0,Air,Delayed,9fe997af-e0aa-49ee
db843490-1116,2023-10-18,004U,057a593e-58e7,16.0,Land,In Transit,4d739a43-fd7e-40b6
d089af99-6d99,2023-09-01,001C,e4b7c5a3-1c34,0.0,Land,Delayed,e84646d0-817b-4c4d
2ab5cb36-db3c,2024-01-06,001E,e8ca6713-1566,3.0,Sea,In Transit,17921230-a961-4f21
814ee4d6-c676,2023-11-15,003B,53351085-f380,3.0,Air,Delivered,251a5b7c-6146-4f8d
9c7f55e0-d6a7,2023-07-04,003B,884fe4d7-4811,1.0,Sea,Delivered,8aafc767-44de-4d55
69d9d9e2-a075,2023-12-17,001P,dfc46476-edd6,,Air,In Transit,2e301c92-d5b5-4744
130ba141-57d9,2023-07-06,005M,88c54133-00b7,3.0,Land,In Transit,87b39b1f-2a5f-4a99
1ffcc6fb-e37d,2023-09-27,001E,07a7aede-651e,4.0,Sea,In Transit,ced8dd97-c947-4c61
42dc346b-3256,2023-09-27,001E,1b92bc85-fbf8,2.0,Land,Delivered,08075335-afc1-4db5
6fa56c41-7bd8,2023-10-13,003C,5f00721c-0a05,0.0,Air,Delayed,2365b60d-e212-4853
aef3407a-9645,2024-01-25,003B,00e14272-ffcc,,Air,Pending,d4a2331e-c466-42dd
d8a7dab2-73ec,2023-08-14,001P,d1bdb158-cf34,,Land,Delivered,82e6c1c3-d694-4990
fee9da78-1671,2023-12-12,002P,3367b89a-825e,0.0,Sea,Delayed,281d3d9c-7d56-46e2
cd046330-a935,2024-01-24,005M,8d9c15b1-aeef,6.0,Land,Delivered,987e79f5-cca9-40a5
cac525d5-eff7,2023-07-12,001C,d1075869-8a04,14.0,Land,Pending,93774ab5-b1d6-4738
cce72d2d-50b7,2024-01-17,002P,fd0ee8c0-bb70,0.0,Sea,Delayed,a1c14058-e44c-4d0e
ce2406db-7837,2023-08-13,001E,a2b9f68c-b361,7.0,Land,Delivered,06abc768-3154-467e
1dbabbed-8055,2023-08-26,005M,a0a9daa1-69f6,12.0,Air,In Transit,c921a6b3-51b9-49c5
a34d2baa-2947,2024-01-05,003C,34a9c2a4-fc9b,7.0,Sea,Delivered,6c5abaa8-d7b2-41ea
ee9167ea-152c,2024-01-26,001C,a68e3a48-4d94,1.0,Air,Pending,e65fceb2-782f-4c4a
9f1d6cb5-ae26,2023-07-12,002P,c71c64cb-b148,1.0,Air,In Transit,cdf3924c-fe6c-4832
bbfcbd06-7c48,2023-12-22,003B,fe92f396-25ef,,Land,Pending,dc50b07a-16ae-4deb
68da76b0-57b4,2024-03-18,001C,9f805396-45cc,2.0,Land,Delivered,3dc670a5-37aa-4f54
c600d9ba-bebd,2023-09-08,006P,04f88188-76a0,4.0,Air,Pending,21c536ff-e5d0-45cf
ea4cd4e3-dfb5,2023-06-28,001C,14e0782f-814c,3.0,Air,Pending,fd010c54-9de1-47e6
74f54929-e20a,2023-06-05,005M,9e6b5ad1-5267,8.0,Land,Pending,5979f283-101a-4a57
093ec349-51eb,2023-06-24,002P,53e4579e-a394,5.0,Sea,Pending,8ad95492-311c-4068
1054106f-e5a7,2024-04-08,001C,d86f4a59-253b,8.0,Air,In Transit,1add3990-95ba-4d57
d3ba4759-3c5f,2023-09-15,006P,0fef041a-d586,0.0,Land,Delayed,4a7a7b9a-b252-4f14
c72172cc-66ea,2023-06-10,001C,50ec4fd5-ebdc,11.0,Air,Pending,041c4001-364a-4b3e
2840bc03-d517,2023-06-10,006P,e175a826-431e,0.0,Land,Delayed,ca19b606-131c-4637
99a3d3ca-2eb8,2023-07-23,004U,3135ac69-c387,0.0,Air,Delayed,fd41d06a-d505-4e09
2d163fc8-d7ba,2023-10-24,006P,15a93df3-9b1b,7.0,Air,In Transit,ea8a2021-309e-44df
362e23a8-163a,2024-02-26,001C,c437cd58-9c3f,8.0,Air,Pending,ac440adc-d71d-4975
30e3c416-977e,2024-02-26,005M,6b6c6d0e-ca04,2.0,Sea,Pending,0d3ee471-dda7-470d
fdadfb97-d21a,2023-12-01,001P,36604346-213b,8.0,Sea,Pending,0344dd74-24d4-41cb
2d4ea230-c229,2023-06-06,003B,204e51da-6a33,2.0,Land,Delivered,64989211-badf-430b
fee52854-b4c3,2024-02-11,004U,d2b1b6ba-a92f,0.0,Sea,Delayed,6dca7f66-bc14-41f7
686519d5-6fd5,2023-08-27,005M,95da1fa9-4669,11.0,Air,Delivered,77243f3c-fe90-4ca2
60ec0213-3a9c,2023-11-03,003C,2fc64a57-3252,4.0,Air,In Transit,0f347dc5-47dc-4f7b
be4a09b5-3eae,2023-11-06,001E,cd8c1d21-bbf3,2.0,Air,Delivered,1fcf22f7-162d-43a3
71c1456b-3e20,2024-03-27,005M,b20546af-c7c8,,Land,Pending,7289af39-5133-40d8
6ad2dafe-75d3,2023-10-19,001E,3925788b-0ecd,0.0,Land,Delayed,bc194262-6234-4d51
d2bbb8a5-ad5e,2023-08-17,001C,aaa3739e-fea9,1.0,Air,Delivered,9233c2dd-f377-4303
16591e1c-000f,2023-08-20,005M,b0d5ece7-1e47,7.0,Sea,Delivered,8e1d5ff6-189d-484a
7908a1dc-a958,2023-07-01,003C,c649d35f-0e22,2.0,Sea,In Transit,22fdf9cc-dd00-4da9
440e6626-dc22,2023-10-07,001P,148fd039-669b,2.0,Land,Delivered,63a244a8-6e2c-4898
3b3b9e90-7152,2024-04-17,004U,ed46c98e-120b,9.0,Sea,Pending,5f46cd93-ea3c-4a29
19dc4d64-d62a,2023-08-29,001P,82571538-06e5,1.0,Air,Delivered,0a51d153-9f5f-448c
49f74e8c-3ad4,2024-04-01,005M,20cc0ff5-ccb2,1.0,Land,Pending,7d4dcc62-4d67-47d7
262a833d-ae56,2023-10-24,006P,356ec2e5-d58a,5.0,Sea,In Transit,d033e0d6-ea64-447f
1228079e-3555,2023-07-05,001C,01bc195c-da14,0.0,Land,Delayed,b2cbd11b-9cad-4b0b
2731253a-6a28,2023-07-04,001P,af1ef69e-3db4,2.0,Sea,Pending,9f638246-b9f1-40f9
5509cd3c-d202,2024-02-15,003B,1406ba10-5c75,,Sea,Pending,37d1437a-c4e9-4c5d
c2c5da87-c8fa,2024-04-20,001E,27edabdc-bcc8,15.0,Land,Pending,124ba190-6648-4988
a445406c-6719,2024-02-14,001C,56302d45-976d,10.0,Sea,In Transit,ccfd8623-5dec-497a
0c7dd35d-c0b8,2023-09-22,002P,0ae9a61b-be63,0.0,Land,Delayed,1ccde29b-8bf8-4f9f
ada439b7-27c7,2023-12-26,001E,8bfbedf9-2315,15.0,Sea,Delivered,95bb0a95-d8f3-42dd
69b125d5-7bbb,2024-01-02,003C,531865b1-7535,3.0,Sea,Pending,acf82708-522b-4603
2c48eb18-477c,2023-10-01,001C,76935014-2059,0.0,Sea,Delayed,5e00950f-24f4-4b6f
b1fcc18d-87a7,2024-04-12,006P,df8f2422-469b,11.0,Land,In Transit,4295f685-cbbf-472f
4f2135b6-3550,2023-06-23,006P,5a7a0120-4cc9,6.0,Land,In Transit,6d0b6b2f-d35e-4e6d
bddcc2cf-34f0,2024-02-19,002P,a5c93298-0d2e,5.0,Air,Delivered,a70065bf-accb-4eac
6f5a2c96-d4cd,2023-08-31,005M,ca649a0a-0121,2.0,Air,Delivered,a2f88c9c-4953-4fed
975bb21e-33f3,2024-04-08,003C,63d7f3ae-265c,3.0,Air,Delivered,2735aa67-2120-41ac
480e7e3d-5744,2023-09-01,001C,41749dd4-1cd4,,Sea,In Transit,6606b3e4-9949-49ec
d3084b06-5fcd,2024-03-04,006P,cbd9fe34-ebd8,12.0,Land,Delivered,0566a21c-ef9f-4072
0a0c9d49-c384,2024-04-21,001E,d5e05be4-b1bc,2.0,Air,In Transit,e63bc71a-c822-4770
1e5557b8-93e4,2023-06-26,004U,e2524feb-aee4,,Land,Pending,23766ba8-d1a0-4326
820bf215-12f8,2024-01-24,001P,1ed9daa3-3e29,4.0,Air,Pending,72743e6d-b9bb-4472
48c889ef-48e1,2023-09-18,006P,c38e2d0d-e343,11.0,Land,In Transit,87f084eb-4c76-446e
e2d226d3-7bb6,2023-08-06,001E,e2c964d9-b38e,8.0,Sea,Delivered,fd224eb0-8a66-4507
5313485d-8944,2023-08-21,003B,80ebbdd8-dbfe,15.0,Sea,In Transit,e59888c1-895e-47b3
cab49daf-2fa0,2024-02-08,002P,90f5f348-0829,3.0,Land,In Transit,398e46ee-63fe-49e9
aeda1eb4-2174,2024-01-27,004U,2529a72e-138b,14.0,Sea,In Transit,6a36eaac-16f7-41d3
3c1c78ba-3843,2023-11-23,003C,7331b70a-80fd,0.0,Air,Delayed,f8a061a8-d8ca-4d73
485376e2-6a56,2024-02-14,002P,df34ad4f-047f,4.0,Sea,Delivered,284c632a-d3d3-4e9f
2de5d58e-2aab,2024-02-27,002P,c157ecd4-ce99,4.0,Land,Pending,6ba2442c-37f6-443f
49aae28c-216c,2023-10-24,003B,e8b8c665-7a7d,11.0,Land,Pending,8fef945b-58ea-496e
b80808fe-ec62,2023-10-07,001C,e17353e9-16d7,4.0,Land,In Transit,03b310ee-c2b6-46c6
8041270b-7c99,2023-06-11,006P,30cae4ec-0ad0,6.0,Land,Pending,d5c0bbf3-1e56-43b7
0d2cccbe-8057,2024-02-08,005M,856a7314-0577,,Air,In Transit,bef44fd7-fc54-4923
96646eff-d53b,2023-07-13,006P,ee8eebde-dc51,,Sea,Pending,55ec20f3-298c-47c4
81b4f46f-1007,2024-03-11,001P,0e0f7c6a-d9c2,12.0,Air,Pending,992dec6b-e34b-4ff7
4f6468db-e060,2024-03-31,001P,09893a5e-df9b,7.0,Land,In Transit,c1e5b6f6-3e05-4268
a969c732-8649,2024-04-19,005M,1a5897e1-c62c,3.0,Air,Pending,2115dc36-cd19-431f
9e26daf1-b3c3,2023-10-24,002P,fba92abe-af3d,16.0,Sea,In Transit,c687b717-26d0-4435
0f24e132-3db1,2023-06-11,001C,f95ba8e2-f7a8,0.0,Land,Delayed,d4d0411a-40ff-4fc7
9a080f71-385d,2023-12-22,001P,98f576d4-f943,,Sea,In Transit,9ae5c6c9-e599-4d87
4cd2143d-03be,2023-09-28,003C,c18c3d59-a7dd,1.0,Air,In Transit,977dcef9-b7bf-4356
9a1d836f-d6c5,2023-09-18,005M,825338eb-ed29,12.0,Air,Delivered,c1f45c5e-223a-4efc
20e25420-6d6d,2024-02-24,003C,500032c9-4daa,,Land,In Transit,39623269-71e8-4048
3871dc2b-78b3,2023-06-01,003C,01994fb7-2e3f,1.0,Sea,Pending,cb5402e4-094f-4556
00bc4e19-7c1e,2023-09-14,001E,47e05147-fa47,3.0,Land,In Transit,b1c08f25-0937-42e9
efaab8e8-2337,2023-07-02,003B,ee132a11-55bd,0.0,Air,Delayed,bf72bd57-03d0-49ef
5cdb8983-a1c0,2023-10-24,006P,fe35f4f1-070a,3.0,Air,Delivered,f5e47ffa-91ec-4eb8
3dd1c29f-c11a,2023-09-24,005M,f07bbfe8-7178,4.0,Land,Delivered,44e04a0b-ffa1-492d
a5672a0b-5036,2024-01-11,004U,66595c7d-701b,,Land,In Transit,68682b19-5e4e-43e4
8b650422-6af4,2023-12-31,002P,fcfcf4b3-18b0,,Air,Pending,3b9ee85b-1ca5-4c19
f096bb99-5dcd,2024-01-10,001P,4254674f-8290,10.0,Land,Pending,aeded5c1-f4e1-46fb
15a9601c-1e27,2023-12-15,002P,5e7d431f-0d52,10.0,Air,Delivered,d34021c8-cef5-4b39
3e5e45d5-bfdb,2023-10-04,003C,b51aa219-faaf,4.0,Land,Pending,e23b5aa0-6ef1-4d31
449d521d-4e35,2023-09-20,001P,d0b9100c-4989,0.0,Air,Delayed,30a1a989-6a51-48e0
a8bc9778-58c1,2024-02-19,001P,b3a1fc6f-6391,2.0,Land,In Transit,eb776968-6348-41f0
0ab19892-c0ce,2023-09-20,001E,fcee9b34-841c,17.0,Air,In Transit,0d7c79f8-ae6e-42d9
f3065db4-2713,2023-07-29,001P,07b97131-5626,,Sea,Pending,3028c03c-2244-4c3d
33fe33c8-5665,2023-08-24,004U,e8952436-ed03,0.0,Air,Delayed,41366f41-f0e3-4590
0bf6c217-67c3,2023-06-26,001E,c548f2da-c181,4.0,Land,In Transit,e42d224b-2ef7-4018
b9c9632f-bbce,2024-04-01,003C,1da8666e-7993,2.0,Air,Delivered,23b94b1e-b339-4ba2
f0b6827c-e984,2023-09-28,001C,fd910579-f54f,,Air,Delivered,f7ebbafe-0802-4cd3
e09018b2-8aaa,2023-08-01,001C,a7b9d98b-28bc,,Air,In Transit,742f3d2d-73c6-4510
cc651dd7-e5f4,2024-04-24,004U,e5ec75a3-1ea8,2.0,Land,In Transit,3f468ae1-92b7-4f20
f826e082-b571,2023-10-15,001P,4872d00c-cbcd,,Sea,In Transit,7fbc14b0-c3a4-4aa1
2678d50a-7eac,2023-11-28,006P,d200a69c-6183,3.0,Sea,Delivered,d5d83d82-b8ab-4bf1
93eaefea-1ee9,2024-01-13,003B,40b2692a-c66e,,Air,Delivered,d8abc7c4-e9f1-41aa
faaeba2a-01f2,2024-03-22,004U,d5476b5a-eae5,4.0,Sea,Pending,51d6b136-8090-4f1c
c1253ea5-586f,2023-12-01,002P,6b22d9b0-f54c,13.0,Land,In Transit,33b1bf9f-dc50-4339
5f735d6e-7ea0,2023-12-04,006P,3155d9bd-0a0a,0.0,Sea,Delayed,c47dfd33-7a39-45c2
fd0adb35-4681,2023-08-09,004U,b780900f-5f8a,4.0,Land,Delivered,d8b6e35f-1b8b-4ef5
47500a83-fbc2,2023-07-01,006P,a6e35217-582d,5.0,Land,Delivered,1b4ead44-f18c-428f
ba7f660b-5539,2024-04-07,003C,6839debb-5f8b,5.0,Land,Delivered,c4936d0d-d45d-48b9
9bce06bf-c09c,2023-10-22,004U,47b358e0-f876,0.0,Land,Delayed,437a4ebf-6342-4450
f09bde7e-7dbe,2023-10-20,003C,e0a19d26-f883,0.0,Sea,Delayed,f7305529-9927-4bb3
ebb90172-9f3c,2023-09-17,003C,8f7b7e71-cc03,5.0,Air,In Transit,2c7640e2-cc1b-4c2a
312bcedf-f2ef,2023-07-28,001C,e216665b-eb2e,4.0,Sea,In Transit,6d5bd1c9-3599-4b45
d08ffa9c-13f8,2024-03-14,003B,f571e93a-9dbc,1.0,Air,In Transit,50f12879-8ca8-4ad4
bb20a557-4343,2023-09-04,004U,cf1f6583-f661,3.0,Air,In Transit,13ef7d4a-9a71-47d6
